order_item_id,order_id,product_id,quantity,unit_price,customer_id,order_date,total_amount,customer_name,city,signup_date,product_name,category,price
5905,O01963,P0289,3,9739,C0143,3/9/2025,276779,Customer 143,Kolkata,5/26/2024,Shoes 39,Fashion,9739
5906,O01963,P0013,2,32917,C0143,3/9/2025,276779,Customer 143,Kolkata,5/26/2024,Headphones 13,Electronics,32917
5907,O01963,P0225,1,67095,C0143,3/9/2025,276779,Customer 143,Kolkata,5/26/2024,Desk 100,Furniture,67095
5908,O01963,P0255,3,2250,C0143,3/9/2025,276779,Customer 143,Kolkata,5/26/2024,Jacket 5,Fashion,2250
5909,O01963,P0188,3,35961,C0143,3/9/2025,276779,Customer 143,Kolkata,5/26/2024,Lamp 63,Furniture,35961
5910,O01964,P0326,2,49116,C0920,12/22/2025,172644,Customer 920,Hyderabad,1/15/2024,Jacket 76,Fashion,49116
5911,O01964,P0279,2,19120,C0920,12/22/2025,172644,Customer 920,Hyderabad,1/15/2024,Jeans 29,Fashion,19120
5912,O01964,P0055,1,36172,C0920,12/22/2025,172644,Customer 920,Hyderabad,1/15/2024,Keyboard 55,Electronics,36172
5913,O01965,P0360,2,51207,C0286,8/12/2025,314828,Customer 286,Delhi,8/25/2024,T-Shirt 110,Fashion,51207
5914,O01965,P0217,3,10930,C0286,8/12/2025,314828,Customer 286,Delhi,8/25/2024,Chair 92,Furniture,10930
5915,O01965,P0035,2,17209,C0286,8/12/2025,314828,Customer 286,Delhi,8/25/2024,Monitor 35,Electronics,17209
5916,O01965,P0034,2,48553,C0286,8/12/2025,314828,Customer 286,Delhi,8/25/2024,Headphones 34,Electronics,48553
5917,O01965,P0045,2,24050,C0286,8/12/2025,314828,Customer 286,Delhi,8/25/2024,Keyboard 45,Electronics,24050
5918,O01966,P0062,1,10846,C0520,5/5/2025,43763,Customer 520,Ahmedabad,6/8/2024,Laptop 62,Electronics,10846
5919,O01966,P0013,1,32917,C0520,5/5/2025,43763,Customer 520,Ahmedabad,6/8/2024,Headphones 13,Electronics,32917
5920,O01967,P0229,3,60804,C0585,4/6/2025,275726,Customer 585,Pune,12/15/2024,Desk 104,Furniture,60804
5921,O01967,P0338,2,46657,C0585,4/6/2025,275726,Customer 585,Pune,12/15/2024,Jeans 88,Fashion,46657
5922,O01968,P0035,1,17209,C0571,5/15/2025,203995,Customer 571,Mumbai,8/10/2024,Monitor 35,Electronics,17209
5923,O01968,P0498,3,4485,C0571,5/15/2025,203995,Customer 571,Mumbai,8/10/2024,Bottle 123,Home,4485
5924,O01968,P0405,2,52064,C0571,5/15/2025,203995,Customer 571,Mumbai,8/10/2024,Mixer 30,Home,52064
5925,O01968,P0337,1,69203,C0571,5/15/2025,203995,Customer 571,Mumbai,8/10/2024,T-Shirt 87,Fashion,69203
5926,O01969,P0104,2,6905,C0574,1/21/2025,66270,Customer 574,Chennai,12/21/2024,Monitor 104,Electronics,6905
5927,O01969,P0076,1,52460,C0574,1/21/2025,66270,Customer 574,Chennai,12/21/2024,Headphones 76,Electronics,52460
5928,O01970,P0006,1,4444,C0765,12/26/2025,140784,Customer 765,Bangalore,1/27/2024,Monitor 6,Electronics,4444
5929,O01970,P0191,1,33920,C0765,12/26/2025,140784,Customer 765,Bangalore,1/27/2024,Lamp 66,Furniture,33920
5930,O01970,P0031,3,26542,C0765,12/26/2025,140784,Customer 765,Bangalore,1/27/2024,Laptop 31,Electronics,26542
5931,O01970,P0262,3,7598,C0765,12/26/2025,140784,Customer 765,Bangalore,1/27/2024,T-Shirt 12,Fashion,7598
5932,O01971,P0005,2,47667,C0273,10/27/2025,361782,Customer 273,Pune,4/25/2024,Headphones 5,Electronics,47667
5933,O01971,P0156,1,37921,C0273,10/27/2025,361782,Customer 273,Pune,4/25/2024,Shelf 31,Furniture,37921
5934,O01971,P0451,2,59503,C0273,10/27/2025,361782,Customer 273,Pune,4/25/2024,Vacuum 76,Home,59503
5935,O01971,P0416,1,51702,C0273,10/27/2025,361782,Customer 273,Pune,4/25/2024,Bottle 41,Home,51702
5936,O01971,P0071,1,57819,C0273,10/27/2025,361782,Customer 273,Pune,4/25/2024,Phone 71,Electronics,57819
5937,O01972,P0246,2,29388,C0680,9/1/2025,398346,Customer 680,Bangalore,3/15/2024,Chair 121,Furniture,29388
5938,O01972,P0110,3,15772,C0680,9/1/2025,398346,Customer 680,Bangalore,3/15/2024,Keyboard 110,Electronics,15772
5939,O01972,P0051,3,29752,C0680,9/1/2025,398346,Customer 680,Bangalore,3/15/2024,Headphones 51,Electronics,29752
5940,O01972,P0089,3,67666,C0680,9/1/2025,398346,Customer 680,Bangalore,3/15/2024,Monitor 89,Electronics,67666
5941,O01973,P0342,3,29803,C0555,2/6/2025,127576,Customer 555,Jaipur,2/21/2024,T-Shirt 92,Fashion,29803
5942,O01973,P0066,1,38167,C0555,2/6/2025,127576,Customer 555,Jaipur,2/21/2024,Monitor 66,Electronics,38167
5943,O01974,P0263,1,66246,C0882,2/4/2025,477366,Customer 882,Mumbai,5/31/2024,T-Shirt 13,Fashion,66246
5944,O01974,P0038,3,62939,C0882,2/4/2025,477366,Customer 882,Mumbai,5/31/2024,Monitor 38,Electronics,62939
5945,O01974,P0290,2,28644,C0882,2/4/2025,477366,Customer 882,Mumbai,5/31/2024,T-Shirt 40,Fashion,28644
5946,O01974,P0085,3,55005,C0882,2/4/2025,477366,Customer 882,Mumbai,5/31/2024,Keyboard 85,Electronics,55005
5947,O01975,P0209,2,66066,C0371,4/26/2025,182566,Customer 371,Hyderabad,11/27/2024,Lamp 84,Furniture,66066
5948,O01975,P0031,1,26542,C0371,4/26/2025,182566,Customer 371,Hyderabad,11/27/2024,Laptop 31,Electronics,26542
5949,O01975,P0386,2,11946,C0371,4/26/2025,182566,Customer 371,Hyderabad,11/27/2024,Mixer 11,Home,11946
5950,O01976,P0099,3,1271,C0800,7/22/2025,3813,Customer 800,Delhi,7/26/2024,Headphones 99,Electronics,1271
5951,O01977,P0231,1,33552,C0744,7/11/2025,152523,Customer 744,Lucknow,5/22/2024,Lamp 106,Furniture,33552
5952,O01977,P0311,3,30349,C0744,7/11/2025,152523,Customer 744,Lucknow,5/22/2024,Jeans 61,Fashion,30349
5953,O01977,P0429,1,5018,C0744,7/11/2025,152523,Customer 744,Lucknow,5/22/2024,Vacuum 54,Home,5018
5954,O01977,P0444,2,11453,C0744,7/11/2025,152523,Customer 744,Lucknow,5/22/2024,Vacuum 69,Home,11453
5955,O01978,P0331,1,69591,C0630,9/18/2025,314014,Customer 630,Kolkata,12/12/2024,Shoes 81,Fashion,69591
5956,O01978,P0447,1,59881,C0630,9/18/2025,314014,Customer 630,Kolkata,12/12/2024,Bottle 72,Home,59881
5957,O01978,P0387,3,12398,C0630,9/18/2025,314014,Customer 630,Kolkata,12/12/2024,Bottle 12,Home,12398
5958,O01978,P0326,3,49116,C0630,9/18/2025,314014,Customer 630,Kolkata,12/12/2024,Jacket 76,Fashion,49116
5959,O01979,P0222,3,43207,C0295,9/12/2025,129621,Customer 295,Bangalore,8/16/2024,Chair 97,Furniture,43207
5960,O01980,P0288,1,49636,C0032,8/2/2025,49636,Customer 32,Mumbai,4/29/2024,Jeans 38,Fashion,49636
5961,O01981,P0190,2,21498,C0722,3/16/2025,42996,Customer 722,Chennai,6/9/2024,Shelf 65,Furniture,21498
5962,O01982,P0333,2,66026,C0403,5/24/2025,349083,Customer 403,Chennai,2/17/2024,Shoes 83,Fashion,66026
5963,O01982,P0414,3,31975,C0403,5/24/2025,349083,Customer 403,Chennai,2/17/2024,Vacuum 39,Home,31975
5964,O01982,P0470,3,15136,C0403,5/24/2025,349083,Customer 403,Chennai,2/17/2024,Vacuum 95,Home,15136
5965,O01982,P0175,2,37849,C0403,5/24/2025,349083,Customer 403,Chennai,2/17/2024,Chair 50,Furniture,37849
5966,O01983,P0262,3,7598,C0942,6/7/2025,321669,Customer 942,Chennai,3/14/2024,T-Shirt 12,Fashion,7598
5967,O01983,P0250,3,30302,C0942,6/7/2025,321669,Customer 942,Chennai,3/14/2024,Lamp 125,Furniture,30302
5968,O01983,P0198,3,18630,C0942,6/7/2025,321669,Customer 942,Chennai,3/14/2024,Chair 73,Furniture,18630
5969,O01983,P0388,3,50693,C0942,6/7/2025,321669,Customer 942,Chennai,3/14/2024,Bottle 13,Home,50693
5970,O01984,P0307,2,19326,C0946,12/16/2025,319683,Customer 946,Bangalore,8/1/2024,T-Shirt 57,Fashion,19326
5971,O01984,P0339,2,52222,C0946,12/16/2025,319683,Customer 946,Bangalore,8/1/2024,Jeans 89,Fashion,52222
5972,O01984,P0403,1,14221,C0946,12/16/2025,319683,Customer 946,Bangalore,8/1/2024,Vacuum 28,Home,14221
5973,O01984,P0294,3,15576,C0946,12/16/2025,319683,Customer 946,Bangalore,8/1/2024,T-Shirt 44,Fashion,15576
5974,O01984,P0071,2,57819,C0946,12/16/2025,319683,Customer 946,Bangalore,8/1/2024,Phone 71,Electronics,57819
5975,O01985,P0265,3,42230,C0999,6/25/2025,360344,Customer 999,Ahmedabad,7/5/2024,Jeans 15,Fashion,42230
5976,O01985,P0316,2,46360,C0999,6/25/2025,360344,Customer 999,Ahmedabad,7/5/2024,T-Shirt 66,Fashion,46360
5977,O01985,P0324,2,1398,C0999,6/25/2025,360344,Customer 999,Ahmedabad,7/5/2024,T-Shirt 74,Fashion,1398
5978,O01985,P0033,2,3645,C0999,6/25/2025,360344,Customer 999,Ahmedabad,7/5/2024,Monitor 33,Electronics,3645
5979,O01985,P0129,3,43616,C0999,6/25/2025,360344,Customer 999,Ahmedabad,7/5/2024,Shelf 4,Furniture,43616
5980,O01986,P0475,1,22813,C0526,4/27/2025,207871,Customer 526,Chennai,9/12/2024,Vacuum 100,Home,22813
5981,O01986,P0464,3,51165,C0526,4/27/2025,207871,Customer 526,Chennai,9/12/2024,Vacuum 89,Home,51165
5982,O01986,P0166,1,31563,C0526,4/27/2025,207871,Customer 526,Chennai,9/12/2024,Desk 41,Furniture,31563
5983,O01987,P0423,3,39892,C0357,6/6/2025,122313,Customer 357,Mumbai,6/8/2024,Air Fryer 48,Home,39892
5984,O01987,P0172,3,879,C0357,6/6/2025,122313,Customer 357,Mumbai,6/8/2024,Chair 47,Furniture,879
5985,O01988,P0307,3,19326,C0422,5/23/2025,159704,Customer 422,Pune,5/31/2024,T-Shirt 57,Fashion,19326
5986,O01988,P0218,1,69428,C0422,5/23/2025,159704,Customer 422,Pune,5/31/2024,Lamp 93,Furniture,69428
5987,O01988,P0343,3,10766,C0422,5/23/2025,159704,Customer 422,Pune,5/31/2024,Jeans 93,Fashion,10766
5988,O01989,P0098,3,61880,C0912,3/13/2025,579981,Customer 912,Mumbai,8/11/2024,Keyboard 98,Electronics,61880
5989,O01989,P0352,3,62524,C0912,3/13/2025,579981,Customer 912,Mumbai,8/11/2024,T-Shirt 102,Fashion,62524
5990,O01989,P0186,3,68923,C0912,3/13/2025,579981,Customer 912,Mumbai,8/11/2024,Lamp 61,Furniture,68923
5991,O01990,P0298,3,50094,C0329,4/15/2025,507974,Customer 329,Lucknow,3/6/2024,Jeans 48,Fashion,50094
5992,O01990,P0267,3,68521,C0329,4/15/2025,507974,Customer 329,Lucknow,3/6/2024,T-Shirt 17,Fashion,68521
5993,O01990,P0089,2,67666,C0329,4/15/2025,507974,Customer 329,Lucknow,3/6/2024,Monitor 89,Electronics,67666
5994,O01990,P0061,3,5599,C0329,4/15/2025,507974,Customer 329,Lucknow,3/6/2024,Keyboard 61,Electronics,5599
5995,O01991,P0405,3,52064,C0253,4/16/2025,425992,Customer 253,Chennai,12/22/2024,Mixer 30,Home,52064
5996,O01991,P0325,2,66487,C0253,4/16/2025,425992,Customer 253,Chennai,12/22/2024,T-Shirt 75,Fashion,66487
5997,O01991,P0426,2,9894,C0253,4/16/2025,425992,Customer 253,Chennai,12/22/2024,Vacuum 51,Home,9894
5998,O01991,P0173,1,53534,C0253,4/16/2025,425992,Customer 253,Chennai,12/22/2024,Chair 48,Furniture,53534
5999,O01991,P0094,2,31752,C0253,4/16/2025,425992,Customer 253,Chennai,12/22/2024,Monitor 94,Electronics,31752
6000,O01992,P0236,3,62075,C0496,5/19/2025,360903,Customer 496,Kolkata,6/27/2024,Desk 111,Furniture,62075
6001,O01992,P0276,1,49543,C0496,5/19/2025,360903,Customer 496,Kolkata,6/27/2024,Jeans 26,Fashion,49543
6002,O01992,P0175,2,37849,C0496,5/19/2025,360903,Customer 496,Kolkata,6/27/2024,Chair 50,Furniture,37849
6003,O01992,P0075,1,42053,C0496,5/19/2025,360903,Customer 496,Kolkata,6/27/2024,Headphones 75,Electronics,42053
6004,O01992,P0131,2,3692,C0496,5/19/2025,360903,Customer 496,Kolkata,6/27/2024,Shelf 6,Furniture,3692
6005,O01993,P0002,2,57632,C0833,10/9/2025,434920,Customer 833,Jaipur,6/7/2024,Keyboard 2,Electronics,57632
6006,O01993,P0035,2,17209,C0833,10/9/2025,434920,Customer 833,Jaipur,6/7/2024,Monitor 35,Electronics,17209
6007,O01993,P0097,2,65066,C0833,10/9/2025,434920,Customer 833,Jaipur,6/7/2024,Headphones 97,Electronics,65066
6008,O01993,P0416,3,51702,C0833,10/9/2025,434920,Customer 833,Jaipur,6/7/2024,Bottle 41,Home,51702
6009,O01994,P0291,2,27579,C0598,5/22/2025,361625,Customer 598,Chennai,8/21/2024,Jacket 41,Fashion,27579
6010,O01994,P0216,3,28827,C0598,5/22/2025,361625,Customer 598,Chennai,8/21/2024,Lamp 91,Furniture,28827
6011,O01994,P0102,2,53055,C0598,5/22/2025,361625,Customer 598,Chennai,8/21/2024,Headphones 102,Electronics,53055
6012,O01994,P0137,3,25206,C0598,5/22/2025,361625,Customer 598,Chennai,8/21/2024,Desk 12,Furniture,25206
6013,O01994,P0027,1,38258,C0598,5/22/2025,361625,Customer 598,Chennai,8/21/2024,Keyboard 27,Electronics,38258
6014,O01995,P0161,1,45598,C0488,8/12/2025,197410,Customer 488,Chennai,12/10/2024,Desk 36,Furniture,45598
6015,O01995,P0062,2,10846,C0488,8/12/2025,197410,Customer 488,Chennai,12/10/2024,Laptop 62,Electronics,10846
6016,O01995,P0072,1,63671,C0488,8/12/2025,197410,Customer 488,Chennai,12/10/2024,Monitor 72,Electronics,63671
6017,O01995,P0093,1,66449,C0488,8/12/2025,197410,Customer 488,Chennai,12/10/2024,Monitor 93,Electronics,66449
6018,O01996,P0056,2,39891,C0868,2/5/2025,154332,Customer 868,Kolkata,12/1/2024,Phone 56,Electronics,39891
6019,O01996,P0281,1,54792,C0868,2/5/2025,154332,Customer 868,Kolkata,12/1/2024,Jacket 31,Fashion,54792
6020,O01996,P0275,1,19758,C0868,2/5/2025,154332,Customer 868,Kolkata,12/1/2024,Jacket 25,Fashion,19758
6021,O01997,P0105,3,25713,C0948,12/18/2025,176987,Customer 948,Hyderabad,9/25/2024,Keyboard 105,Electronics,25713
6022,O01997,P0021,1,26437,C0948,12/18/2025,176987,Customer 948,Hyderabad,9/25/2024,Monitor 21,Electronics,26437
6023,O01997,P0457,1,21189,C0948,12/18/2025,176987,Customer 948,Hyderabad,9/25/2024,Air Fryer 82,Home,21189
6024,O01997,P0339,1,52222,C0948,12/18/2025,176987,Customer 948,Hyderabad,9/25/2024,Jeans 89,Fashion,52222
6025,O01998,P0146,1,41324,C0346,11/16/2025,216280,Customer 346,Delhi,11/29/2024,Lamp 21,Furniture,41324
6026,O01998,P0221,1,19841,C0346,11/16/2025,216280,Customer 346,Delhi,11/29/2024,Chair 96,Furniture,19841
6027,O01998,P0124,3,51705,C0346,11/16/2025,216280,Customer 346,Delhi,11/29/2024,Phone 124,Electronics,51705
6028,O01999,P0476,1,11308,C0619,10/20/2025,83071,Customer 619,Chennai,2/16/2024,Bottle 101,Home,11308
6029,O01999,P0283,1,33622,C0619,10/20/2025,83071,Customer 619,Chennai,2/16/2024,T-Shirt 33,Fashion,33622
6030,O01999,P0182,1,38141,C0619,10/20/2025,83071,Customer 619,Chennai,2/16/2024,Chair 57,Furniture,38141
6031,O02000,P0391,2,32016,C0567,10/27/2025,175407,Customer 567,Delhi,10/4/2024,Mixer 16,Home,32016
6032,O02000,P0113,1,48120,C0567,10/27/2025,175407,Customer 567,Delhi,10/4/2024,Headphones 113,Electronics,48120
6033,O02000,P0088,3,21085,C0567,10/27/2025,175407,Customer 567,Delhi,10/4/2024,Phone 88,Electronics,21085
6034,O02001,P0047,3,7463,C0632,1/9/2025,106275,Customer 632,Kolkata,2/16/2024,Keyboard 47,Electronics,7463
6035,O02001,P0293,3,27962,C0632,1/9/2025,106275,Customer 632,Kolkata,2/16/2024,Shoes 43,Fashion,27962
6036,O02002,P0064,2,54802,C0998,5/19/2025,294316,Customer 998,Kolkata,2/8/2024,Phone 64,Electronics,54802
6037,O02002,P0049,1,40062,C0998,5/19/2025,294316,Customer 998,Kolkata,2/8/2024,Phone 49,Electronics,40062
6038,O02002,P0127,1,39494,C0998,5/19/2025,294316,Customer 998,Kolkata,2/8/2024,Lamp 2,Furniture,39494
6039,O02002,P0433,2,52578,C0998,5/19/2025,294316,Customer 998,Kolkata,2/8/2024,Mixer 58,Home,52578
6040,O02003,P0470,2,15136,C0625,3/26/2025,78392,Customer 625,Chennai,3/25/2024,Vacuum 95,Home,15136
6041,O02003,P0113,1,48120,C0625,3/26/2025,78392,Customer 625,Chennai,3/25/2024,Headphones 113,Electronics,48120
6042,O02004,P0223,3,15435,C0004,5/3/2025,221843,Customer 4,Mumbai,3/12/2024,Lamp 98,Furniture,15435
6043,O02004,P0297,2,42354,C0004,5/3/2025,221843,Customer 4,Mumbai,3/12/2024,T-Shirt 47,Fashion,42354
6044,O02004,P0441,2,45415,C0004,5/3/2025,221843,Customer 4,Mumbai,3/12/2024,Air Fryer 66,Home,45415
6045,O02005,P0434,1,56620,C0219,4/29/2025,56620,Customer 219,Bangalore,5/16/2024,Bottle 59,Home,56620
6046,O02006,P0227,2,17494,C0419,12/31/2025,197583,Customer 419,Ahmedabad,10/28/2024,Lamp 102,Furniture,17494
6047,O02006,P0077,3,48767,C0419,12/31/2025,197583,Customer 419,Ahmedabad,10/28/2024,Phone 77,Electronics,48767
6048,O02006,P0379,2,880,C0419,12/31/2025,197583,Customer 419,Ahmedabad,10/28/2024,Mixer 4,Home,880
6049,O02006,P0455,1,14534,C0419,12/31/2025,197583,Customer 419,Ahmedabad,10/28/2024,Bottle 80,Home,14534
6050,O02007,P0452,2,9004,C0555,5/20/2025,117828,Customer 555,Jaipur,2/21/2024,Bottle 77,Home,9004
6051,O02007,P0345,2,49910,C0555,5/20/2025,117828,Customer 555,Jaipur,2/21/2024,Jacket 95,Fashion,49910
6052,O02008,P0165,3,18192,C0809,9/26/2025,253886,Customer 809,Hyderabad,6/7/2024,Shelf 40,Furniture,18192
6053,O02008,P0011,3,48296,C0809,9/26/2025,253886,Customer 809,Hyderabad,6/7/2024,Keyboard 11,Electronics,48296
6054,O02008,P0256,2,27211,C0809,9/26/2025,253886,Customer 809,Hyderabad,6/7/2024,T-Shirt 6,Fashion,27211
6055,O02009,P0106,3,38027,C0859,8/15/2025,383819,Customer 859,Hyderabad,2/3/2024,Headphones 106,Electronics,38027
6056,O02009,P0191,3,33920,C0859,8/15/2025,383819,Customer 859,Hyderabad,2/3/2024,Lamp 66,Furniture,33920
6057,O02009,P0074,3,19030,C0859,8/15/2025,383819,Customer 859,Hyderabad,2/3/2024,Headphones 74,Electronics,19030
6058,O02009,P0361,2,50511,C0859,8/15/2025,383819,Customer 859,Hyderabad,2/3/2024,Jeans 111,Fashion,50511
6059,O02009,P0040,1,9866,C0859,8/15/2025,383819,Customer 859,Hyderabad,2/3/2024,Monitor 40,Electronics,9866
6060,O02010,P0112,2,49115,C0807,7/26/2025,189426,Customer 807,Ahmedabad,7/24/2024,Monitor 112,Electronics,49115
6061,O02010,P0161,2,45598,C0807,7/26/2025,189426,Customer 807,Ahmedabad,7/24/2024,Desk 36,Furniture,45598
6062,O02011,P0461,3,56840,C0281,5/8/2025,351367,Customer 281,Bangalore,5/4/2024,Air Fryer 86,Home,56840
6063,O02011,P0119,2,62294,C0281,5/8/2025,351367,Customer 281,Bangalore,5/4/2024,Headphones 119,Electronics,62294
6064,O02011,P0195,1,56259,C0281,5/8/2025,351367,Customer 281,Bangalore,5/4/2024,Lamp 70,Furniture,56259
6065,O02012,P0331,1,69591,C0703,10/16/2025,90159,Customer 703,Jaipur,9/8/2024,Shoes 81,Fashion,69591
6066,O02012,P0358,2,10284,C0703,10/16/2025,90159,Customer 703,Jaipur,9/8/2024,Jacket 108,Fashion,10284
6067,O02013,P0293,1,27962,C0731,1/12/2025,161512,Customer 731,Hyderabad,10/14/2024,Shoes 43,Fashion,27962
6068,O02013,P0177,2,11925,C0731,1/12/2025,161512,Customer 731,Hyderabad,10/14/2024,Desk 52,Furniture,11925
6069,O02013,P0185,2,37498,C0731,1/12/2025,161512,Customer 731,Hyderabad,10/14/2024,Shelf 60,Furniture,37498
6070,O02013,P0196,3,11568,C0731,1/12/2025,161512,Customer 731,Hyderabad,10/14/2024,Shelf 71,Furniture,11568
6071,O02014,P0224,2,64271,C0457,8/6/2025,128542,Customer 457,Ahmedabad,3/29/2024,Chair 99,Furniture,64271
6072,O02015,P0188,2,35961,C0357,4/28/2025,108007,Customer 357,Mumbai,6/8/2024,Lamp 63,Furniture,35961
6073,O02015,P0467,1,13536,C0357,4/28/2025,108007,Customer 357,Mumbai,6/8/2024,Mixer 92,Home,13536
6074,O02015,P0134,1,22549,C0357,4/28/2025,108007,Customer 357,Mumbai,6/8/2024,Lamp 9,Furniture,22549
6075,O02016,P0307,1,19326,C0225,10/27/2025,300476,Customer 225,Pune,4/26/2024,T-Shirt 57,Fashion,19326
6076,O02016,P0272,2,45343,C0225,10/27/2025,300476,Customer 225,Pune,4/26/2024,Shoes 22,Fashion,45343
6077,O02016,P0415,2,49490,C0225,10/27/2025,300476,Customer 225,Pune,4/26/2024,Bottle 40,Home,49490
6078,O02016,P0101,1,34864,C0225,10/27/2025,300476,Customer 225,Pune,4/26/2024,Phone 101,Electronics,34864
6079,O02016,P0434,1,56620,C0225,10/27/2025,300476,Customer 225,Pune,4/26/2024,Bottle 59,Home,56620
6080,O02017,P0048,3,68108,C0093,12/29/2025,343404,Customer 93,Bangalore,10/8/2024,Laptop 48,Electronics,68108
6081,O02017,P0316,3,46360,C0093,12/29/2025,343404,Customer 93,Bangalore,10/8/2024,T-Shirt 66,Fashion,46360
6082,O02018,P0269,2,36264,C0052,5/9/2025,72528,Customer 52,Chennai,3/14/2024,Jeans 19,Fashion,36264
6083,O02019,P0073,2,26941,C0464,3/18/2025,183950,Customer 464,Jaipur,12/25/2024,Monitor 73,Electronics,26941
6084,O02019,P0440,1,65797,C0464,3/18/2025,183950,Customer 464,Jaipur,12/25/2024,Vacuum 65,Home,65797
6085,O02019,P0224,1,64271,C0464,3/18/2025,183950,Customer 464,Jaipur,12/25/2024,Chair 99,Furniture,64271
6086,O02020,P0267,1,68521,C0420,6/9/2025,85730,Customer 420,Chennai,11/1/2024,T-Shirt 17,Fashion,68521
6087,O02020,P0035,1,17209,C0420,6/9/2025,85730,Customer 420,Chennai,11/1/2024,Monitor 35,Electronics,17209
6088,O02021,P0336,3,31784,C0636,1/27/2025,373628,Customer 636,Chennai,12/10/2024,T-Shirt 86,Fashion,31784
6089,O02021,P0401,1,32521,C0636,1/27/2025,373628,Customer 636,Chennai,12/10/2024,Bottle 26,Home,32521
6090,O02021,P0402,2,25830,C0636,1/27/2025,373628,Customer 636,Chennai,12/10/2024,Vacuum 27,Home,25830
6091,O02021,P0447,3,59881,C0636,1/27/2025,373628,Customer 636,Chennai,12/10/2024,Bottle 72,Home,59881
6092,O02021,P0489,2,7226,C0636,1/27/2025,373628,Customer 636,Chennai,12/10/2024,Vacuum 114,Home,7226
6093,O02022,P0121,1,67768,C0965,8/5/2025,242932,Customer 965,Bangalore,11/19/2024,Phone 121,Electronics,67768
6094,O02022,P0009,3,58388,C0965,8/5/2025,242932,Customer 965,Bangalore,11/19/2024,Headphones 9,Electronics,58388
6095,O02023,P0396,1,8492,C0730,2/9/2025,8492,Customer 730,Ahmedabad,10/27/2024,Air Fryer 21,Home,8492
6096,O02024,P0064,2,54802,C0276,4/2/2025,535015,Customer 276,Lucknow,8/31/2024,Phone 64,Electronics,54802
6097,O02024,P0399,3,63669,C0276,4/2/2025,535015,Customer 276,Lucknow,8/31/2024,Bottle 24,Home,63669
6098,O02024,P0237,1,37829,C0276,4/2/2025,535015,Customer 276,Lucknow,8/31/2024,Desk 112,Furniture,37829
6099,O02024,P0284,1,43488,C0276,4/2/2025,535015,Customer 276,Lucknow,8/31/2024,T-Shirt 34,Fashion,43488
6100,O02024,P0390,3,51029,C0276,4/2/2025,535015,Customer 276,Lucknow,8/31/2024,Vacuum 15,Home,51029
6101,O02025,P0403,2,14221,C0955,4/6/2025,76109,Customer 955,Chennai,7/10/2024,Vacuum 28,Home,14221
6102,O02025,P0005,1,47667,C0955,4/6/2025,76109,Customer 955,Chennai,7/10/2024,Headphones 5,Electronics,47667
6103,O02026,P0417,1,15127,C0785,5/20/2025,188009,Customer 785,Mumbai,6/16/2024,Bottle 42,Home,15127
6104,O02026,P0011,2,48296,C0785,5/20/2025,188009,Customer 785,Mumbai,6/16/2024,Keyboard 11,Electronics,48296
6105,O02026,P0257,1,13424,C0785,5/20/2025,188009,Customer 785,Mumbai,6/16/2024,Shoes 7,Fashion,13424
6106,O02026,P0259,1,32277,C0785,5/20/2025,188009,Customer 785,Mumbai,6/16/2024,Shoes 9,Fashion,32277
6107,O02026,P0459,1,30589,C0785,5/20/2025,188009,Customer 785,Mumbai,6/16/2024,Vacuum 84,Home,30589
6108,O02027,P0124,3,51705,C0481,3/21/2025,282069,Customer 481,Mumbai,8/12/2024,Phone 124,Electronics,51705
6109,O02027,P0442,2,63477,C0481,3/21/2025,282069,Customer 481,Mumbai,8/12/2024,Mixer 67,Home,63477
6110,O02028,P0126,1,66694,C0588,5/23/2025,208165,Customer 588,Chennai,8/24/2024,Shelf 1,Furniture,66694
6111,O02028,P0233,3,6136,C0588,5/23/2025,208165,Customer 588,Chennai,8/24/2024,Desk 108,Furniture,6136
6112,O02028,P0090,1,65573,C0588,5/23/2025,208165,Customer 588,Chennai,8/24/2024,Monitor 90,Electronics,65573
6113,O02028,P0364,1,57490,C0588,5/23/2025,208165,Customer 588,Chennai,8/24/2024,Shoes 114,Fashion,57490
6114,O02029,P0035,2,17209,C0656,11/7/2025,34418,Customer 656,Kolkata,3/20/2024,Monitor 35,Electronics,17209
6115,O02030,P0236,2,62075,C0140,1/1/2025,372688,Customer 140,Kolkata,3/25/2024,Desk 111,Furniture,62075
6116,O02030,P0271,3,65162,C0140,1/1/2025,372688,Customer 140,Kolkata,3/25/2024,Jacket 21,Fashion,65162
6117,O02030,P0410,2,26526,C0140,1/1/2025,372688,Customer 140,Kolkata,3/25/2024,Bottle 35,Home,26526
6118,O02031,P0456,3,32170,C0564,10/5/2025,477374,Customer 564,Ahmedabad,6/17/2024,Air Fryer 81,Home,32170
6119,O02031,P0269,3,36264,C0564,10/5/2025,477374,Customer 564,Ahmedabad,6/17/2024,Jeans 19,Fashion,36264
6120,O02031,P0239,2,55297,C0564,10/5/2025,477374,Customer 564,Ahmedabad,6/17/2024,Chair 114,Furniture,55297
6121,O02031,P0493,3,53826,C0564,10/5/2025,477374,Customer 564,Ahmedabad,6/17/2024,Vacuum 118,Home,53826
6122,O02032,P0269,1,36264,C0592,7/27/2025,315783,Customer 592,Ahmedabad,12/12/2024,Jeans 19,Fashion,36264
6123,O02032,P0480,3,49129,C0592,7/27/2025,315783,Customer 592,Ahmedabad,12/12/2024,Air Fryer 105,Home,49129
