order_item_id,order_id,order_date,customer_id,customer_name,product_id,product_name,category,quantity,unit_price,discount,total_amount,city,region,payment_method,shipping_mode,sales_channel,return_status
7379,7379,11/9/2024,2370,Customer_51,355,Product_286,Beauty,4,3619,20,11580.8,Kolkata,East,Card,Same Day,Marketplace,Yes
7380,7380,3/15/2025,1989,Customer_495,381,Product_188,Sports,4,1281,20,4099.2,Lucknow,North,COD,Same Day,Website,No
7381,7381,2/14/2026,2938,Customer_886,173,Product_373,Electronics,5,3547,5,16848.25,Mumbai,West,NetBanking,Express,Retail,No
7382,7382,4/13/2026,2250,Customer_218,295,Product_471,Home,4,3831,15,13025.4,Lucknow,North,NetBanking,Standard,Retail,No
7383,7383,6/27/2024,2578,Customer_2610,13,Product_86,Home,1,2032,20,1625.6,Delhi,North,UPI,Standard,Website,Yes
7384,7384,4/3/2024,1296,Customer_129,40,Product_422,Sports,2,2412,10,4341.6,Bengaluru,South,COD,Standard,Website,Yes
7385,7385,8/21/2024,524,Customer_533,156,Product_235,Home,3,1331,30,2795.1,Kolkata,East,COD,Standard,Website,No
7386,7386,2/13/2025,1709,Customer_2809,338,Product_419,Electronics,3,4509,0,13527,Lucknow,North,Card,Standard,Website,Yes
7387,7387,2/12/2025,2328,Customer_2468,89,Product_350,Beauty,3,3317,5,9453.45,Kolkata,East,COD,Express,Marketplace,No
7388,7388,9/16/2024,594,Customer_1603,1,Product_484,Beauty,1,3764,30,2634.8,Mumbai,West,COD,Same Day,Retail,Yes
7389,7389,4/29/2024,2345,Customer_17,259,Product_22,Fashion,4,2549,20,8156.8,Delhi,North,UPI,Express,Website,No
7390,7390,6/16/2025,2118,Customer_2142,260,Product_67,Fashion,5,664,5,3154,Bengaluru,South,UPI,Same Day,Mobile App,No
7391,7391,6/16/2024,2077,Customer_502,330,Product_38,Fashion,1,3620,20,2896,Bengaluru,South,COD,Standard,Retail,No
7392,7392,3/29/2025,442,Customer_941,89,Product_276,Fashion,1,2794,10,2514.6,Mumbai,West,Card,Same Day,Retail,No
7393,7393,10/2/2025,2132,Customer_1603,211,Product_244,Sports,1,466,5,442.7,Mumbai,West,Card,Standard,Retail,Yes
7394,7394,7/19/2025,2173,Customer_3000,401,Product_32,Beauty,5,3867,0,19335,Kolkata,East,NetBanking,Same Day,Marketplace,No
7395,7395,6/10/2024,1406,Customer_545,304,Product_46,Sports,4,2984,25,8952,Delhi,North,UPI,Same Day,Retail,Yes
7396,7396,4/27/2026,590,Customer_2038,235,Product_367,Sports,5,4707,10,21181.5,Lucknow,North,Card,Standard,Website,Yes
7397,7397,10/20/2024,2505,Customer_2691,368,Product_418,Beauty,4,147,25,441,Delhi,North,COD,Standard,Retail,No
7398,7398,6/26/2025,2309,Customer_1328,253,Product_10,Fashion,1,963,20,770.4,Lucknow,North,COD,Standard,Marketplace,No
7399,7399,9/13/2024,936,Customer_297,428,Product_202,Fashion,2,1101,20,1761.6,Mumbai,West,NetBanking,Standard,Marketplace,No
7400,7400,11/29/2025,40,Customer_2771,342,Product_280,Sports,3,4739,20,11373.6,Delhi,North,NetBanking,Standard,Retail,No
7401,7401,8/30/2024,349,Customer_682,146,Product_19,Fashion,4,4896,5,18604.8,Lucknow,North,NetBanking,Same Day,Mobile App,No
7402,7402,6/4/2025,1936,Customer_1369,45,Product_204,Electronics,4,638,30,1786.4,Mumbai,West,COD,Standard,Mobile App,No
7403,7403,3/24/2024,2799,Customer_1436,231,Product_114,Electronics,1,3980,10,3582,Lucknow,North,NetBanking,Express,Mobile App,No
7404,7404,6/16/2025,1226,Customer_2217,99,Product_461,Electronics,1,2635,10,2371.5,Mumbai,West,UPI,Express,Marketplace,No
7405,7405,8/26/2024,1227,Customer_2886,442,Product_432,Beauty,3,3439,20,8253.6,Mumbai,West,Card,Express,Website,Yes
7406,7406,8/18/2024,2831,Customer_1392,308,Product_427,Beauty,4,2252,15,7656.8,Lucknow,North,COD,Same Day,Website,No
7407,7407,11/11/2025,632,Customer_2228,473,Product_85,Fashion,5,4038,10,18171,Mumbai,West,Card,Standard,Mobile App,No
7408,7408,6/14/2026,2672,Customer_2556,260,Product_330,Home,3,4983,20,11959.2,Mumbai,West,COD,Same Day,Marketplace,Yes
7409,7409,4/8/2024,2898,Customer_132,193,Product_268,Fashion,1,213,30,149.1,Bengaluru,South,UPI,Express,Retail,No
7410,7410,4/23/2025,2347,Customer_2500,37,Product_488,Home,1,984,0,984,Delhi,North,UPI,Express,Mobile App,Yes
7411,7411,6/10/2026,1427,Customer_1521,379,Product_201,Fashion,1,4964,25,3723,Delhi,North,UPI,Same Day,Mobile App,No
7412,7412,1/10/2024,1961,Customer_156,491,Product_154,Beauty,2,1522,0,3044,Lucknow,North,UPI,Express,Retail,Yes
7413,7413,11/3/2025,412,Customer_2444,344,Product_326,Beauty,5,4036,25,15135,Mumbai,West,COD,Standard,Marketplace,No
7414,7414,5/11/2025,1805,Customer_2187,277,Product_108,Fashion,5,4951,30,17328.5,Delhi,North,COD,Express,Retail,Yes
7415,7415,11/12/2025,404,Customer_539,358,Product_490,Electronics,2,266,20,425.6,Bengaluru,South,NetBanking,Same Day,Marketplace,No
7416,7416,1/6/2024,2333,Customer_57,246,Product_20,Electronics,5,2575,5,12231.25,Lucknow,North,UPI,Express,Marketplace,No
7417,7417,3/27/2024,875,Customer_1137,133,Product_62,Fashion,1,1985,15,1687.25,Kolkata,East,UPI,Same Day,Mobile App,No
7418,7418,4/19/2026,829,Customer_1743,475,Product_493,Electronics,1,1628,15,1383.8,Delhi,North,Card,Express,Website,Yes
7419,7419,5/17/2025,186,Customer_674,470,Product_477,Fashion,1,1174,25,880.5,Kolkata,East,NetBanking,Standard,Marketplace,No
7420,7420,7/16/2025,1883,Customer_2421,475,Product_405,Fashion,3,1398,20,3355.2,Lucknow,North,UPI,Standard,Website,No
7421,7421,5/19/2024,275,Customer_1736,308,Product_453,Sports,4,441,20,1411.2,Lucknow,North,Card,Standard,Mobile App,No
7422,7422,7/20/2025,1451,Customer_28,281,Product_99,Fashion,1,486,0,486,Mumbai,West,NetBanking,Standard,Marketplace,No
7423,7423,2/14/2025,173,Customer_50,128,Product_441,Beauty,1,3176,0,3176,Bengaluru,South,NetBanking,Standard,Mobile App,Yes
7424,7424,2/23/2025,767,Customer_1039,134,Product_100,Home,4,2625,30,7350,Delhi,North,COD,Express,Retail,Yes
7425,7425,5/7/2025,1042,Customer_1977,23,Product_228,Home,3,3647,5,10393.95,Mumbai,West,COD,Same Day,Retail,No
7426,7426,6/23/2025,538,Customer_243,173,Product_430,Fashion,1,3199,15,2719.15,Kolkata,East,Card,Same Day,Mobile App,Yes
7427,7427,2/1/2025,2141,Customer_968,173,Product_490,Home,2,1828,20,2924.8,Delhi,North,UPI,Same Day,Retail,Yes
7428,7428,10/29/2025,2897,Customer_1966,400,Product_366,Electronics,2,4654,15,7911.8,Kolkata,East,COD,Same Day,Mobile App,Yes
7429,7429,9/5/2024,783,Customer_325,346,Product_411,Beauty,4,4747,20,15190.4,Delhi,North,UPI,Standard,Mobile App,Yes
7430,7430,3/21/2025,2931,Customer_1424,442,Product_99,Home,3,961,15,2450.55,Bengaluru,South,COD,Same Day,Retail,No
7431,7431,4/30/2026,2220,Customer_1267,323,Product_221,Sports,1,2434,15,2068.9,Kolkata,East,UPI,Express,Mobile App,No
7432,7432,4/3/2024,476,Customer_2660,476,Product_251,Home,3,136,10,367.2,Kolkata,East,Card,Same Day,Marketplace,No
7433,7433,4/6/2025,2610,Customer_793,430,Product_33,Home,2,1751,15,2976.7,Mumbai,West,UPI,Express,Mobile App,No
7434,7434,10/20/2025,1760,Customer_1234,273,Product_378,Sports,4,727,25,2181,Bengaluru,South,UPI,Express,Mobile App,No
7435,7435,1/3/2026,923,Customer_2872,8,Product_495,Home,2,2203,0,4406,Kolkata,East,NetBanking,Standard,Marketplace,No
7436,7436,6/20/2024,208,Customer_2583,247,Product_18,Beauty,3,411,0,1233,Lucknow,North,COD,Standard,Retail,No
7437,7437,1/7/2025,1657,Customer_961,188,Product_134,Electronics,3,4179,30,8775.9,Mumbai,West,UPI,Standard,Mobile App,No
7438,7438,9/11/2024,1059,Customer_2459,116,Product_467,Beauty,3,2803,15,7147.65,Mumbai,West,UPI,Express,Retail,No
7439,7439,12/7/2025,2465,Customer_327,425,Product_150,Beauty,5,1182,10,5319,Lucknow,North,UPI,Express,Retail,Yes
7440,7440,2/14/2025,1960,Customer_316,111,Product_94,Sports,1,2371,30,1659.7,Delhi,North,NetBanking,Standard,Website,No
7441,7441,2/2/2025,2981,Customer_62,215,Product_289,Electronics,4,3662,25,10986,Mumbai,West,UPI,Standard,Website,Yes
7442,7442,4/27/2024,2380,Customer_2279,406,Product_266,Sports,3,3523,25,7926.75,Mumbai,West,NetBanking,Same Day,Mobile App,No
7443,7443,4/14/2024,326,Customer_548,373,Product_387,Home,3,3600,25,8100,Kolkata,East,UPI,Standard,Mobile App,No
7444,7444,7/28/2024,2433,Customer_787,20,Product_298,Electronics,4,2945,20,9424,Mumbai,West,Card,Standard,Mobile App,Yes
7445,7445,1/7/2024,1104,Customer_1582,114,Product_155,Beauty,1,4633,15,3938.05,Lucknow,North,COD,Express,Retail,Yes
7446,7446,3/23/2025,2807,Customer_2419,325,Product_42,Fashion,5,445,25,1668.75,Lucknow,North,Card,Standard,Mobile App,Yes
7447,7447,7/25/2024,2272,Customer_2887,90,Product_351,Sports,2,3619,30,5066.6,Delhi,North,Card,Same Day,Retail,No
7448,7448,2/27/2025,2607,Customer_1532,207,Product_301,Sports,3,2207,5,6289.95,Kolkata,East,UPI,Same Day,Marketplace,Yes
7449,7449,6/15/2024,2672,Customer_1302,4,Product_461,Fashion,3,3554,10,9595.8,Kolkata,East,NetBanking,Express,Website,Yes
7450,7450,12/15/2025,592,Customer_2747,310,Product_433,Beauty,5,4223,25,15836.25,Kolkata,East,COD,Same Day,Marketplace,Yes
7451,7451,2/19/2025,2144,Customer_1220,303,Product_33,Fashion,3,1027,15,2618.85,Bengaluru,South,NetBanking,Standard,Marketplace,Yes
7452,7452,12/29/2024,903,Customer_2634,345,Product_141,Beauty,5,4279,30,14976.5,Kolkata,East,COD,Standard,Mobile App,Yes
7453,7453,6/15/2025,2065,Customer_2554,73,Product_134,Fashion,5,584,0,2920,Mumbai,West,UPI,Express,Marketplace,Yes
7454,7454,6/16/2024,2290,Customer_1237,102,Product_355,Home,2,135,15,229.5,Delhi,North,COD,Same Day,Retail,No
7455,7455,5/19/2026,769,Customer_1094,406,Product_340,Electronics,1,552,30,386.4,Bengaluru,South,NetBanking,Same Day,Marketplace,Yes
7456,7456,5/30/2024,2020,Customer_780,357,Product_338,Fashion,5,3847,25,14426.25,Bengaluru,South,Card,Same Day,Website,No
7457,7457,2/7/2025,1817,Customer_1208,214,Product_420,Fashion,5,2144,5,10184,Kolkata,East,COD,Standard,Retail,No
7458,7458,3/27/2026,2512,Customer_2095,248,Product_132,Home,4,328,0,1312,Lucknow,North,NetBanking,Same Day,Mobile App,Yes
7459,7459,6/10/2026,2049,Customer_2804,170,Product_265,Sports,5,4323,0,21615,Lucknow,North,NetBanking,Express,Retail,No
7460,7460,11/22/2024,1088,Customer_2115,288,Product_185,Home,1,2116,10,1904.4,Mumbai,West,NetBanking,Same Day,Retail,No
7461,7461,7/30/2024,1038,Customer_218,471,Product_338,Electronics,1,3139,5,2982.05,Delhi,North,NetBanking,Express,Retail,No
7462,7462,7/23/2024,768,Customer_2475,407,Product_94,Sports,5,4131,15,17556.75,Kolkata,East,UPI,Same Day,Mobile App,No
7463,7463,10/5/2024,1276,Customer_521,189,Product_119,Home,4,251,5,953.8,Delhi,North,NetBanking,Same Day,Website,No
7464,7464,5/6/2025,2028,Customer_2178,250,Product_102,Fashion,5,2315,30,8102.5,Bengaluru,South,COD,Express,Mobile App,No
7465,7465,6/27/2024,2738,Customer_1517,476,Product_118,Fashion,4,2629,30,7361.2,Lucknow,North,NetBanking,Standard,Website,No
7466,7466,2/21/2025,631,Customer_2008,116,Product_169,Beauty,4,2749,10,9896.4,Bengaluru,South,Card,Same Day,Website,Yes
7467,7467,3/22/2024,2900,Customer_1642,298,Product_412,Sports,4,3611,25,10833,Kolkata,East,NetBanking,Same Day,Website,No
7468,7468,2/23/2025,77,Customer_2597,384,Product_225,Fashion,5,1231,10,5539.5,Mumbai,West,NetBanking,Same Day,Retail,No
7469,7469,10/25/2025,1560,Customer_2297,25,Product_397,Electronics,1,1493,15,1269.05,Kolkata,East,Card,Standard,Mobile App,No
7470,7470,5/21/2024,1360,Customer_289,69,Product_497,Fashion,3,4695,10,12676.5,Kolkata,East,NetBanking,Same Day,Mobile App,No
7471,7471,5/13/2024,1082,Customer_2578,25,Product_93,Electronics,1,595,15,505.75,Mumbai,West,COD,Standard,Retail,No
7472,7472,4/13/2025,1167,Customer_1053,432,Product_233,Sports,3,4964,5,14147.4,Lucknow,North,UPI,Express,Website,Yes
7473,7473,4/15/2024,715,Customer_1977,444,Product_121,Sports,5,1531,0,7655,Lucknow,North,UPI,Same Day,Retail,No
7474,7474,12/31/2025,340,Customer_122,269,Product_204,Sports,5,2368,15,10064,Kolkata,East,Card,Same Day,Website,Yes
7475,7475,7/23/2025,2415,Customer_575,459,Product_238,Beauty,1,3954,20,3163.2,Mumbai,West,COD,Same Day,Mobile App,No
7476,7476,2/12/2026,1775,Customer_2358,1,Product_327,Home,1,306,10,275.4,Lucknow,North,COD,Standard,Mobile App,No
7477,7477,4/5/2026,2765,Customer_2434,53,Product_472,Sports,4,861,15,2927.4,Lucknow,North,UPI,Standard,Retail,Yes
7478,7478,4/14/2024,2780,Customer_499,50,Product_12,Sports,2,2979,10,5362.2,Lucknow,North,Card,Express,Marketplace,No
7479,7479,12/28/2025,588,Customer_1815,375,Product_361,Electronics,1,3133,25,2349.75,Delhi,North,Card,Same Day,Mobile App,No
7480,7480,2/15/2026,2776,Customer_2225,229,Product_495,Sports,5,2324,0,11620,Lucknow,North,COD,Express,Retail,No
7481,7481,11/29/2025,90,Customer_2074,223,Product_281,Fashion,4,3436,5,13056.8,Lucknow,North,COD,Same Day,Retail,No
7482,7482,6/18/2024,808,Customer_1254,500,Product_198,Electronics,4,4290,20,13728,Mumbai,West,UPI,Express,Retail,Yes
7483,7483,2/27/2024,248,Customer_845,249,Product_274,Sports,3,997,0,2991,Mumbai,West,COD,Express,Marketplace,No
7484,7484,3/20/2024,2309,Customer_2342,103,Product_270,Beauty,4,4323,10,15562.8,Kolkata,East,NetBanking,Same Day,Retail,Yes
7485,7485,7/24/2025,1106,Customer_1599,306,Product_280,Sports,1,3467,20,2773.6,Mumbai,West,COD,Express,Website,Yes
7486,7486,3/28/2024,1986,Customer_2594,349,Product_241,Home,1,2803,30,1962.1,Mumbai,West,Card,Same Day,Website,No
7487,7487,9/14/2025,1142,Customer_785,208,Product_328,Electronics,2,4962,30,6946.8,Delhi,North,UPI,Same Day,Marketplace,Yes
7488,7488,11/25/2025,868,Customer_2475,460,Product_360,Fashion,3,802,25,1804.5,Kolkata,East,Card,Same Day,Marketplace,Yes
7489,7489,7/17/2024,2056,Customer_2453,265,Product_434,Electronics,4,925,30,2590,Delhi,North,UPI,Same Day,Marketplace,No
7490,7490,5/26/2024,2161,Customer_863,149,Product_121,Electronics,4,3952,30,11065.6,Bengaluru,South,COD,Standard,Retail,No
7491,7491,4/28/2024,966,Customer_2431,269,Product_281,Beauty,1,1855,25,1391.25,Mumbai,West,NetBanking,Same Day,Retail,No
7492,7492,6/8/2025,2483,Customer_2029,401,Product_91,Fashion,2,4134,5,7854.6,Lucknow,North,COD,Same Day,Mobile App,No
7493,7493,1/29/2026,1379,Customer_519,104,Product_375,Fashion,4,2080,15,7072,Kolkata,East,UPI,Standard,Retail,Yes
7494,7494,7/26/2024,1709,Customer_308,401,Product_100,Electronics,5,2835,5,13466.25,Bengaluru,South,COD,Express,Website,No
7495,7495,5/12/2026,1436,Customer_861,23,Product_500,Sports,4,1164,30,3259.2,Mumbai,West,UPI,Same Day,Retail,Yes
7496,7496,1/21/2025,1197,Customer_1283,444,Product_417,Sports,5,2275,20,9100,Mumbai,West,Card,Same Day,Retail,No
7497,7497,4/30/2024,1490,Customer_954,63,Product_415,Home,2,2230,15,3791,Mumbai,West,Card,Same Day,Retail,Yes
7498,7498,3/29/2025,293,Customer_540,144,Product_500,Sports,1,589,30,412.3,Delhi,North,UPI,Standard,Mobile App,Yes
7499,7499,10/25/2025,904,Customer_343,42,Product_81,Beauty,4,3933,25,11799,Mumbai,West,COD,Express,Marketplace,Yes
7500,7500,5/12/2025,2733,Customer_2472,212,Product_474,Sports,2,2588,5,4917.2,Kolkata,East,Card,Standard,Retail,No
7501,7501,2/15/2025,1839,Customer_2095,278,Product_379,Home,1,1924,0,1924,Mumbai,West,NetBanking,Express,Retail,Yes
7502,7502,5/25/2024,2840,Customer_2000,273,Product_210,Beauty,5,2152,30,7532,Mumbai,West,Card,Standard,Mobile App,No
7503,7503,1/30/2026,2729,Customer_1459,339,Product_160,Beauty,2,3735,5,7096.5,Bengaluru,South,COD,Express,Website,No
7504,7504,2/11/2025,1138,Customer_2308,266,Product_463,Sports,1,323,20,258.4,Delhi,North,Card,Same Day,Retail,Yes
7505,7505,9/26/2025,1276,Customer_2658,487,Product_179,Beauty,1,4911,10,4419.9,Mumbai,West,NetBanking,Standard,Website,No
7506,7506,5/22/2026,1541,Customer_971,73,Product_437,Fashion,2,3162,30,4426.8,Bengaluru,South,COD,Same Day,Mobile App,Yes
7507,7507,5/25/2024,244,Customer_587,428,Product_109,Beauty,1,2149,0,2149,Bengaluru,South,COD,Same Day,Website,No
7508,7508,8/28/2024,932,Customer_828,56,Product_340,Home,3,3492,30,7333.2,Delhi,North,UPI,Same Day,Retail,Yes
7509,7509,11/1/2025,2058,Customer_2478,122,Product_213,Fashion,5,2494,10,11223,Bengaluru,South,COD,Express,Website,Yes
7510,7510,1/5/2026,680,Customer_1933,261,Product_426,Fashion,2,4803,25,7204.5,Kolkata,East,NetBanking,Express,Marketplace,No
7511,7511,8/5/2024,1093,Customer_495,129,Product_308,Home,5,3405,10,15322.5,Kolkata,East,UPI,Standard,Website,Yes
7512,7512,3/24/2024,2390,Customer_112,451,Product_25,Home,1,327,15,277.95,Mumbai,West,NetBanking,Same Day,Mobile App,No
7513,7513,2/5/2025,5,Customer_548,3,Product_172,Electronics,1,1705,5,1619.75,Lucknow,North,Card,Standard,Mobile App,No
7514,7514,5/16/2024,1425,Customer_1469,93,Product_382,Electronics,2,4906,20,7849.6,Lucknow,North,UPI,Standard,Marketplace,Yes
7515,7515,7/20/2025,1008,Customer_2126,272,Product_70,Beauty,3,2711,25,6099.75,Mumbai,West,NetBanking,Same Day,Retail,No
7516,7516,9/23/2025,2913,Customer_822,374,Product_28,Home,2,3000,20,4800,Kolkata,East,NetBanking,Standard,Website,Yes
7517,7517,1/6/2024,1148,Customer_2723,202,Product_478,Beauty,2,3042,5,5779.8,Delhi,North,COD,Standard,Marketplace,Yes
7518,7518,4/12/2025,1471,Customer_651,358,Product_477,Home,2,2692,15,4576.4,Kolkata,East,UPI,Same Day,Website,Yes
7519,7519,3/5/2025,193,Customer_2308,71,Product_307,Beauty,1,3408,30,2385.6,Bengaluru,South,COD,Standard,Marketplace,Yes
7520,7520,4/3/2025,386,Customer_2686,78,Product_357,Sports,3,109,25,245.25,Delhi,North,UPI,Standard,Retail,No
7521,7521,3/3/2025,551,Customer_1090,307,Product_366,Fashion,3,4128,15,10526.4,Bengaluru,South,NetBanking,Standard,Mobile App,Yes
7522,7522,4/25/2026,1860,Customer_2215,394,Product_464,Home,2,1071,25,1606.5,Bengaluru,South,Card,Same Day,Mobile App,No
7523,7523,7/12/2025,103,Customer_2046,208,Product_50,Home,5,1163,30,4070.5,Lucknow,North,NetBanking,Standard,Retail,No
7524,7524,3/5/2026,2645,Customer_1575,476,Product_203,Electronics,2,786,0,1572,Mumbai,West,Card,Standard,Retail,Yes
7525,7525,5/29/2025,1087,Customer_2822,428,Product_268,Electronics,2,1445,30,2023,Delhi,North,Card,Same Day,Marketplace,No
7526,7526,9/27/2024,1218,Customer_1098,63,Product_336,Home,3,229,10,618.3,Kolkata,East,Card,Same Day,Marketplace,Yes
7527,7527,12/31/2025,2112,Customer_961,123,Product_425,Fashion,1,763,10,686.7,Lucknow,North,Card,Express,Website,Yes
7528,7528,9/18/2024,678,Customer_2139,189,Product_289,Home,2,2469,10,4444.2,Bengaluru,South,NetBanking,Standard,Mobile App,Yes
7529,7529,4/3/2024,307,Customer_2528,390,Product_130,Sports,1,653,30,457.1,Delhi,North,UPI,Express,Mobile App,Yes
7530,7530,8/5/2025,913,Customer_2614,44,Product_366,Beauty,1,964,25,723,Kolkata,East,UPI,Express,Retail,Yes
7531,7531,8/28/2024,2072,Customer_1533,178,Product_219,Sports,1,1500,5,1425,Kolkata,East,UPI,Standard,Retail,No
7532,7532,11/10/2024,138,Customer_628,495,Product_54,Home,1,3670,15,3119.5,Mumbai,West,Card,Standard,Retail,No
7533,7533,8/27/2024,1524,Customer_2133,319,Product_148,Beauty,2,1360,20,2176,Lucknow,North,NetBanking,Express,Retail,No
7534,7534,5/7/2024,1593,Customer_1727,128,Product_15,Fashion,5,3474,20,13896,Mumbai,West,Card,Standard,Mobile App,Yes
7535,7535,8/13/2024,1967,Customer_1935,254,Product_443,Home,4,2516,30,7044.8,Delhi,North,Card,Standard,Marketplace,No
7536,7536,2/8/2025,356,Customer_1939,330,Product_370,Fashion,3,3991,20,9578.4,Lucknow,North,COD,Same Day,Retail,Yes
7537,7537,1/25/2025,2075,Customer_2682,194,Product_194,Electronics,5,3290,25,12337.5,Kolkata,East,COD,Standard,Retail,No
7538,7538,2/2/2025,860,Customer_2193,201,Product_372,Home,2,1698,20,2716.8,Kolkata,East,COD,Standard,Website,Yes
7539,7539,4/23/2025,1426,Customer_2195,427,Product_3,Fashion,5,3128,15,13294,Lucknow,North,NetBanking,Standard,Mobile App,No
7540,7540,3/12/2025,790,Customer_2784,282,Product_13,Home,3,2747,10,7416.9,Mumbai,West,NetBanking,Same Day,Website,No
7541,7541,8/28/2025,1655,Customer_792,77,Product_342,Beauty,3,1058,10,2856.6,Bengaluru,South,NetBanking,Express,Marketplace,No
7542,7542,2/26/2024,835,Customer_1911,187,Product_487,Sports,1,432,10,388.8,Mumbai,West,Card,Express,Marketplace,No
7543,7543,5/9/2024,371,Customer_1745,447,Product_366,Sports,3,4821,15,12293.55,Bengaluru,South,COD,Same Day,Marketplace,Yes
7544,7544,8/1/2025,179,Customer_1088,451,Product_260,Home,1,4303,5,4087.85,Kolkata,East,UPI,Standard,Website,No
7545,7545,6/14/2025,131,Customer_1735,54,Product_436,Beauty,4,4842,20,15494.4,Bengaluru,South,NetBanking,Standard,Marketplace,No
7546,7546,1/24/2024,2891,Customer_153,377,Product_437,Beauty,5,1559,10,7015.5,Kolkata,East,NetBanking,Same Day,Mobile App,Yes
7547,7547,6/17/2024,2032,Customer_2181,410,Product_106,Electronics,5,782,15,3323.5,Lucknow,North,Card,Same Day,Mobile App,Yes
7548,7548,1/14/2026,2214,Customer_2441,444,Product_365,Electronics,5,2982,30,10437,Lucknow,North,COD,Standard,Mobile App,No
7549,7549,5/23/2025,1941,Customer_135,183,Product_191,Electronics,2,3909,0,7818,Kolkata,East,UPI,Same Day,Retail,Yes
7550,7550,11/11/2024,1752,Customer_1672,350,Product_162,Beauty,1,2872,30,2010.4,Kolkata,East,Card,Express,Retail,No
7551,7551,3/25/2025,1192,Customer_1341,40,Product_29,Electronics,3,4766,20,11438.4,Bengaluru,South,COD,Express,Marketplace,No
7552,7552,9/14/2024,1700,Customer_558,110,Product_90,Electronics,4,4770,0,19080,Bengaluru,South,COD,Same Day,Website,Yes
7553,7553,4/28/2026,2651,Customer_1577,132,Product_98,Fashion,4,711,15,2417.4,Lucknow,North,UPI,Express,Website,Yes
7554,7554,9/6/2025,733,Customer_2048,474,Product_72,Electronics,2,4788,10,8618.4,Kolkata,East,COD,Express,Marketplace,No
7555,7555,8/13/2025,705,Customer_1765,45,Product_136,Home,3,2626,20,6302.4,Kolkata,East,Card,Same Day,Marketplace,Yes
7556,7556,1/24/2026,1489,Customer_2027,83,Product_111,Electronics,5,3324,0,16620,Kolkata,East,Card,Same Day,Retail,No
7557,7557,10/8/2024,1427,Customer_1483,48,Product_239,Home,4,1199,5,4556.2,Kolkata,East,COD,Standard,Mobile App,Yes
7558,7558,7/26/2024,2506,Customer_634,171,Product_210,Fashion,5,2169,15,9218.25,Lucknow,North,NetBanking,Same Day,Mobile App,No
7559,7559,12/24/2025,2870,Customer_2049,404,Product_79,Beauty,4,2340,25,7020,Kolkata,East,Card,Same Day,Marketplace,No
7560,7560,7/22/2024,1006,Customer_1516,291,Product_327,Electronics,5,621,10,2794.5,Kolkata,East,UPI,Same Day,Marketplace,No
7561,7561,5/17/2025,2576,Customer_1570,322,Product_83,Sports,2,4553,15,7740.1,Kolkata,East,Card,Express,Retail,Yes
7562,7562,11/23/2024,606,Customer_744,58,Product_429,Sports,5,1960,5,9310,Lucknow,North,NetBanking,Express,Mobile App,No
7563,7563,3/25/2024,834,Customer_704,422,Product_201,Beauty,5,3138,5,14905.5,Bengaluru,South,NetBanking,Express,Mobile App,No
7564,7564,2/25/2024,2803,Customer_364,309,Product_431,Fashion,1,1491,30,1043.7,Lucknow,North,Card,Same Day,Marketplace,No
7565,7565,4/9/2025,995,Customer_1052,323,Product_283,Beauty,5,1674,30,5859,Delhi,North,UPI,Same Day,Mobile App,No
7566,7566,12/11/2025,2526,Customer_2466,485,Product_368,Home,5,4793,30,16775.5,Bengaluru,South,Card,Standard,Retail,No
7567,7567,3/10/2026,2537,Customer_1085,184,Product_313,Beauty,4,4055,5,15409,Bengaluru,South,Card,Same Day,Website,Yes
7568,7568,5/23/2024,2347,Customer_1603,35,Product_267,Sports,2,352,0,704,Delhi,North,UPI,Standard,Mobile App,Yes
7569,7569,4/23/2025,2206,Customer_561,69,Product_493,Beauty,1,4853,30,3397.1,Delhi,North,COD,Express,Retail,No
7570,7570,12/18/2024,1996,Customer_1501,15,Product_440,Fashion,4,685,25,2055,Delhi,North,Card,Same Day,Mobile App,No
7571,7571,5/19/2025,1148,Customer_333,40,Product_206,Sports,2,3603,25,5404.5,Delhi,North,COD,Express,Website,No
7572,7572,5/26/2025,330,Customer_1259,208,Product_392,Electronics,1,3823,30,2676.1,Kolkata,East,NetBanking,Express,Retail,Yes
7573,7573,9/29/2025,461,Customer_122,313,Product_285,Beauty,5,1707,25,6401.25,Delhi,North,NetBanking,Same Day,Mobile App,No
7574,7574,6/6/2024,892,Customer_1679,247,Product_154,Electronics,2,474,25,711,Kolkata,East,COD,Express,Website,No
7575,7575,4/10/2025,1127,Customer_562,423,Product_447,Fashion,2,4396,5,8352.4,Bengaluru,South,NetBanking,Standard,Website,Yes
7576,7576,5/16/2025,2701,Customer_859,214,Product_356,Fashion,5,1037,25,3888.75,Delhi,North,UPI,Express,Website,Yes
7577,7577,12/6/2024,1064,Customer_2480,224,Product_446,Beauty,3,2391,15,6097.05,Bengaluru,South,UPI,Standard,Retail,Yes
7578,7578,4/15/2026,1470,Customer_2489,172,Product_165,Electronics,1,3817,5,3626.15,Mumbai,West,COD,Same Day,Marketplace,No
7579,7579,4/10/2025,684,Customer_2021,348,Product_287,Beauty,2,4941,5,9387.9,Delhi,North,UPI,Express,Retail,No
7580,7580,5/12/2024,2122,Customer_2545,339,Product_267,Beauty,5,1635,25,6131.25,Mumbai,West,COD,Standard,Website,Yes
7581,7581,4/11/2024,2914,Customer_2099,148,Product_407,Sports,1,3734,10,3360.6,Delhi,North,Card,Express,Marketplace,Yes
